year_film,year_award,ceremony,category,nominee,film,win
2013,2014,71,Best Motion Picture - Drama,Philomena,,FALSE
2013,2014,71,Best Motion Picture - Drama,Rush,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,American Hustle,,TRUE
2013,2014,71,Best Motion Picture - Musical or Comedy,Nebraska,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,Inside Llewyn Davis,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,Her,,FALSE
2013,2014,71,Best Motion Picture - Musical or Comedy,"Wolf of Wall Street, The",,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Blue Jasmine,TRUE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,Gravity,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Philomena,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Labor Day,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson,Saving Mr. Banks,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,TRUE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Robert Redford,All Is Lost,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Chiwetel Ejiofor,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Captain Phillips,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Drama,Idris Elba,Mandela: Long Walk to Freedom,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,American Hustle,TRUE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Louis-Dreyfus,Enough Said,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Greta Gerwig,Frances Ha,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,August: Osage County,FALSE
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Delpy,Before Midnight,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio,"Wolf of Wall Street, The",TRUE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,American Hustle,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bruce Dern,Nebraska,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,FALSE
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Her,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence,American Hustle,TRUE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Hawkins,Blue Jasmine,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lupita Nyong'o,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,June Squibb,Nebraska,FALSE
2013,2014,71,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts,August: Osage County,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jared Leto,Dallas Buyers Club,TRUE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Fassbender,12 Years a Slave,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barkhad Abdi,Captain Phillips,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,FALSE
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bradley Cooper,American Hustle,FALSE
2013,2014,71,Best Director - Motion Picture,Alfonso Cuarón,Gravity,TRUE
2013,2014,71,Best Director - Motion Picture,Steve McQueen,12 Years a Slave,FALSE
2013,2014,71,Best Director - Motion Picture,Paul Greengrass,Captain Phillips,FALSE
2013,2014,71,Best Director - Motion Picture,David O. Russell,American Hustle,FALSE
2013,2014,71,Best Director - Motion Picture,Alexander Payne,Nebraska,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Spike Jonze,Her,TRUE
2013,2014,71,Best Screenplay - Motion Picture,John Ridley,12 Years a Slave,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Steve Coogan, Jeff Pope",Philomena,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Eric Warren Singer , David O. Russell",American Hustle,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Bob Nelson,Nebraska,FALSE
2013,2014,71,Best Motion Picture - Animated,Frozen,,TRUE
2013,2014,71,Best Motion Picture - Animated,Despicable Me 2,,FALSE
2013,2014,71,Best Motion Picture - Animated,"Croods, The",,FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Great Beauty,"Italy, Paolo Sorrentino",TRUE
2013,2014,71,Best Motion Picture - Foreign Language,Blue is the Warmest Color,"France, Abdellatif Kechiche",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Hunt,"Denmark, Thomas Vinterberg",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Past,"Iran, Asghar Farhadi ",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Wind Rises,"Japan, Hayao Miyazaki",FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Ebert,All Is Lost,TRUE
2013,2014,71,Best Original Score - Motion Picture,John Williams,The Book Thief,FALSE
2013,2014,71,Best Original Score - Motion Picture,Hans Zimmer,12 Years a Slave,FALSE
2013,2014,71,Best Original Score - Motion Picture,Steven Price,Gravity,FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Heffes,Mandela: Long Walk to Freedom,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Ordinary Love"", U2, Danger Mouse, Bono",Mandela: Long Walk to Freedom,TRUE
2013,2014,71,Best Original Song - Motion Picture,"""Please Mr. Kennedy"", Ed Rush, George Cromarty, T Bone Burnett, Justin Timberlake, Joel Coen, Ethan Coen",Inside Llewyn Davis,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Sweeter Than Fiction"", Taylor Swift, Jack Antonoff",One Chance,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Atlas"", Chris Martin, Guy Berryman, Jon Buckland, Will Champion",The Hunger Games: Catching Fire,FALSE
2013,2014,71,Best Television Series - Drama,Breaking Bad,,TRUE
2013,2014,71,Best Television Series - Drama,The Good Wife,,FALSE
2013,2014,71,Best Television Series - Drama,House of Cards,,FALSE
2013,2014,71,Best Television Series - Drama,Masters of Sex,,FALSE
2013,2014,71,Best Television Series - Drama,Downton Abbey,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Brooklyn Nine-Nine,,TRUE
2013,2014,71,Best Television Series - Musical or Comedy,Girls,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Modern Family,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Parks And Recreation,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,"Big Bang Theory, The",,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Behind the Candelabra,,TRUE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Coven,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Top of the Lake,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Dancing on the Edge,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,The White Queen,,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elisabeth Moss,Top of the Lake,TRUE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Rebecca Ferguson,The White Queen,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Coven,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helena Bonham Carter,Burton and Taylor,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Douglas,Behind the Candelabra,TRUE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Al Pacino,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matt Damon,Behind the Candelabra,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Dancing on the Edge,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,TRUE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling,Orange is the New Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany,Orphan Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Kerry Washington,Scandal (TV),FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,TRUE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,James Spader,"Blacklist, The",FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Michael Sheen,Masters of Sex,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,TRUE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Andy Samberg,Brooklyn Nine-Nine,TRUE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,"Michael J. Fox Show, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jacqueline Bisset,Dancing on the Edge,TRUE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Janet McTeer,The White Queen,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere,Nashville ( TV ),FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Monica Potter,Parenthood (TV),FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,TRUE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Lowe,Behind the Candelabra,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Corey Stoll,House of Cards,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Aaron Paul,Breaking Bad,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josh Charles,The Good Wife,FALSE
2013,2014,71,Cecil B. deMille Award,Woody Allen,,FALSE
2014,2015,72,Best Motion Picture - Drama,Boyhood,,TRUE
2014,2015,72,Best Motion Picture - Drama,The Imitation Game,,FALSE
2014,2015,72,Best Motion Picture - Drama,Selma,,FALSE
2014,2015,72,Best Motion Picture - Drama,Foxcatcher,,FALSE
2014,2015,72,Best Motion Picture - Drama,The Theory of Everything,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,"Grand Budapest Hotel, The",,TRUE
2014,2015,72,Best Motion Picture - Musical or Comedy,Into the Woods,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,St. Vincent,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Pride,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Birdman,,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Still Alice,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Aniston,Cake,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Theory of Everything,TRUE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Steve Carell,Foxcatcher,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Jake Gyllenhaal,Nightcrawler,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch,The Imitation Game,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,David Oyelowo,Selma,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Big Eyes,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Into the Woods,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"Hundred-Foot Journey, The",FALSE
