gpt_query,gpt_llm_transform,gpt_gt_transform,gpt_same_data,gpt_llm_output,gpt_gt_output
worldwide gross for each genre for each year 1995 to now,"df = df[(df['Release Year'] >= 1995) & (df['Release Year'] <= df['Release Year'].max())]; result = df.groupby(['Release Year', 'Major Genre'])['Worldwide Gross'].sum().reset_index()","df[df['Release Year'] >= 1995].groupby(['Major Genre', 'Release Year'])['Worldwide Gross'].sum()",FALSE,"{""Release Year"": ""int64"", ""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Release Year"": ""int64"", ""Worldwide Gross"": ""int64""}"
"cumulative gross for each content rating, by major genre","df.groupby(['Content Rating', 'Major Genre'])['Worldwide Gross'].sum()","df.groupby(['Content Rating', 'Major Genre'])['Worldwide Gross'].cumsum()",FALSE,"{""Content Rating"": ""object"", ""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""index"": ""int64"", ""Worldwide Gross"": ""int64""}"
relation between worldwide gross and production budget for each major genre,"df.groupby('Major Genre')[['Worldwide Gross', 'Production Budget']].mean()","df[['Worldwide Gross', 'Production Budget', ""Major Genre""]]",FALSE,"{""Worldwide Gross"": ""float64"", ""Production Budget"": ""float64""}","{""Worldwide Gross"": ""int64"", ""Production Budget"": ""int64"", ""Major Genre"": ""object""}"
which position has the highest average of playing time,df.groupby('Pos')['MPG'].mean().idxmax(),"df.groupby(""Pos"")[""MPG""].mean()",FALSE,PG,"{""Pos"": ""object"", ""MPG"": ""float64""}"
name movies released in 2017,df[df['release_year'] == 2017]['title'],df[df['release_year'] == 2017]['title'],TRUE,"{""index"": ""int64"", ""title"": ""object""}","{""index"": ""int64"", ""title"": ""object""}"
is the normal distribuition satisfied by the length of the movies,df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int),df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); distribution = df['duration_numeric'],FALSE,Error running code,"{""index"": ""int64"", ""duration_numeric"": ""int64""}"
sort the movies by length,"df['duration_numeric'] = df['duration'].apply(lambda x: int(x.split(' ')[0]) if 'min' in x else 0); df[df['type']=='Movie'].sort_values(by='duration_numeric', ascending=True)",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df[df['type'] == 'Movie'].sort_values(by='duration_numeric'),TRUE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object"", ""duration_numeric"": ""int64""}","{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object"", ""duration_numeric"": ""int64""}"
how long is the run time of average r-rated movies,df[df['rating'] == 'R']['duration'].mean(),df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df[df['rating'] == 'R']['duration_numeric'].mean(),FALSE,Error running code,105.7440945
give me the numbers of movies that were released in 2017,df[(df['type'] == 'Movie') & (df['release_year'] == 2017)].shape[0],"df[""release_year""].value_counts()",FALSE,682,"{""release_year"": ""int64"", ""count"": ""int64""}"
is there an average run time for movies,df[df['type'] == 'Movie']['duration'].str.extract('(\\d+)').astype(int).mean(),df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df['duration_numeric'],FALSE,"{""index"": ""int64"", ""0"": ""float64""}","{""index"": ""int64"", ""duration_numeric"": ""int64""}"
is the running time of movies recently longer than it used to be,df['duration_min'] = df['duration'].str.extract('(\\d+)').astype(int); recent_df = df[(df['type'] == 'Movie') & (df['release_year'] >= df['release_year'].max() - 5)]; past_df = df[(df['type'] == 'Movie') & (df['release_year'] < df['release_year'].max() - 5)]; recent_avg_duration = recent_df['duration_min'].mean(); past_avg_duration = past_df['duration_min'].mean(),df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby('release_year')['duration_numeric'].mean(),FALSE,106.3504762,"{""release_year"": ""int64"", ""duration_numeric"": ""float64""}"
do movie tags and duration have a connection,"df['num_tags'] = df['listed_in'].str.split(',').apply(len); df['duration_min'] = df['duration'].str.extract('(\d+)').astype(int); correlation_result = df[['num_tags', 'duration_min']].corr()",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby('listed_in')['duration_numeric'].mean(),FALSE,"{""num_tags"": ""float64"", ""duration_min"": ""float64""}","{""listed_in"": ""object"", ""duration_numeric"": ""float64""}"
determine if the running time of movies has increased in recent years,df = df[df['type'] == 'Movie']; df['duration'] = df['duration'].str.extract('(\\d+)').astype(int); recent_df = df[df['release_year'] >= df['release_year'].max() - 10],"df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby(""release_year"")[""duration_numeric""].mean()",FALSE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""int64"", ""listed_in"": ""object"", ""description"": ""object""}","{""release_year"": ""int64"", ""duration_numeric"": ""float64""}"
show me the dates that netflix released movies,df[df['type'] == 'Movie']['date_added'].dropna(), df[df['type'] == 'Movie']['date_added'].value_counts(),FALSE,"{""index"": ""int64"", ""date_added"": ""object""}","{""date_added"": ""object"", ""count"": ""int64""}"
does any movies not have a description,df[df['description'].isnull()],df[df['description'].isnull()],TRUE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object""}","{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object""}"
at what point was data added to the table for netflix,"df['date_added'].agg(['min', 'max']).append(df['date_added'].value_counts())","df[""date_added""].value_counts()",FALSE,Error running code,"{""date_added"": ""object"", ""count"": ""int64""}"
"what is the percentage of the white population in blount county, alabama",df[(df['County']=='Blount County') & (df['State']=='Alabama')]['White'],"df[(df[""State""] == ""alabama"") & (df[""County""] ==""Blount County"")][""White""]",FALSE,"{""index"": ""int64"", ""White"": ""float64""}","{""index"": ""float64"", ""White"": ""float64""}"
"what percentage of the blount county, alabama population is white",df[(df['County']=='Blount County') & (df['State']=='Alabama')]['White'],"df[(df[""State""] == ""alabama"") & (df[""County""] ==""Blount County"")][""White""]",FALSE,"{""index"": ""int64"", ""White"": ""float64""}","{""index"": ""float64"", ""White"": ""float64""}"
sort all the counties in connecticut by the percentages of the hispanic population,"df[df['State'] == 'Connecticut'][['County', 'Hispanic']].sort_values(by='Hispanic')","df[df['State'] == 'Connecticut'].sort_values('Hispanic', ascending=False); df[[""State"", ""County"", ""Hispanic""]]",FALSE,"{""County"": ""object"", ""Hispanic"": ""float64""}","{""State"": ""object"", ""County"": ""object"", ""Hispanic"": ""float64""}"
tell me which county has the greatest number of female residents,"df.loc[df['Women'].idxmax(), ['County', 'Women']]","df.sort_values(by=""Women"", ascending=False); df[[""Women"", ""County""]]",FALSE,"{""index"": ""object"", ""683"": ""object""}","{""Women"": ""int64"", ""County"": ""object""}"
calculate the average black population for each state,df.groupby('State')['Black'].mean(),df.groupby('State')['Black'].mean(),TRUE,"{""State"": ""object"", ""Black"": ""float64""}","{""State"": ""object"", ""Black"": ""float64""}"
i want to see the distribution of the school rankings in geita in 2006,df = df[(df['REGION'] == 'GEITA') & (df['YEAR_OF_RESULT'] == 2016)][['RANK']],df[(df['REGION'] == 'GEITA') & (df['YEAR_OF_RESULT'] == 2006)]['RANK'],FALSE,"{""RANK"": ""int64""}","{""index"": ""float64"", ""RANK"": ""float64""}"
do the pass rate and the ownership of schools have any correlation,"df[['PASS_RATE', 'OWNERSHIP']]","df[[""OWNERSHIP"", ""PASS_RATE""]]",FALSE,"{""PASS_RATE"": ""int64"", ""OWNERSHIP"": ""object""}","{""OWNERSHIP"": ""object"", ""PASS_RATE"": ""int64""}"
create a list of schools showing the descending order by change_p,"df[['NAME', 'CHANGE_PREVIOUS_YEAR']].sort_values(by='CHANGE_PREVIOUS_YEAR', ascending=False)","df.sort_values('CHANGE_PREVIOUS_YEAR', ascending=False)[['NAME', 'CHANGE_PREVIOUS_YEAR']]",TRUE,"{""NAME"": ""object"", ""CHANGE_PREVIOUS_YEAR"": ""object""}","{""NAME"": ""object"", ""CHANGE_PREVIOUS_YEAR"": ""object""}"
can you provide a list of school names in geita,df[df['REGION'] == 'GEITA']['NAME'],df[df['REGION'] == 'GEITA']['NAME'],TRUE,"{""index"": ""float64"", ""NAME"": ""float64""}","{""index"": ""float64"", ""NAME"": ""float64""}"
determine if there are any schools in neighboring regions that have similar avg_m,df['Similar AVG_MARK'] = df.groupby('REGION')['AVG_MARK'].transform(lambda x: abs(x - x.mean()) < x.std())," df[[""REGION"", ""AVG_MARK""]]",FALSE,Error running code,"{""REGION"": ""object"", ""AVG_MARK"": ""float64""}"
can you tell me what peacland english medium school's change pre is in 2016,df[(df['NAME'] == 'PEACLAND ENGLISH MEDIUM SCHOOL') & (df['YEAR_OF_RESULT'] == 2016)]['CHANGE_PREVIOUS_YEAR'],df[(df['NAME'] == 'PEACLAND ENGLISH MEDIUM SCHOOL') & (df['YEAR_OF_RESULT'] == 2016)]['CHANGE_PREVIOUS_YEAR'],TRUE,"{""index"": ""float64"", ""CHANGE_PREVIOUS_YEAR"": ""float64""}","{""index"": ""float64"", ""CHANGE_PREVIOUS_YEAR"": ""float64""}"
list the values of kwema modern pr school's change_p in all the years,"df[df['NAME'] == 'KWEMA MODERN PR. SCHOOL'][['NAME', 'YEAR_OF_RESULT', 'CHANGE_PREVIOUS_YEAR']]","df[df[""NAME""] == 'KWEMA MODERN PR . SCHOOL'][[""CHANGE_PREVIOUS_YEAR"", ""YEAR_OF_RESULT""]]",FALSE,"{""NAME"": ""object"", ""YEAR_OF_RESULT"": ""int64"", ""CHANGE_PREVIOUS_YEAR"": ""object""}","{""CHANGE_PREVIOUS_YEAR"": ""object"", ""YEAR_OF_RESULT"": ""int64""}"
what schools have similar avg_m in the neighboring region,"df['Neighboring Regions'] = df.apply(lambda x: neighboring_regions_function(x['REGION']), axis=1); similar_schools = df[df.apply(lambda x: any(df[(df['REGION'].isin(x['Neighboring Regions'])) & (abs(df['AVG_MARK'] - x['AVG_MARK']) <= 5)].index), axis=1)]"," df[[""REGION"", ""AVG_MARK""]]",FALSE,Error running code,"{""REGION"": ""object"", ""AVG_MARK"": ""float64""}"
which of these school have a pass rate of over 90,"df[df['PASS_RATE'] > 90][['NAME', 'PASS_RATE']]","df[df['PASS_RATE'] > 90][['NAME', ""PASS_RATE""]]",TRUE,"{""NAME"": ""object"", ""PASS_RATE"": ""int64""}","{""NAME"": ""object"", ""PASS_RATE"": ""int64""}"
they want to know what tactic is most effective during football,df['effectiveness'] = df['goals'] / df['shooting attempts']; df.groupby('tactic')['effectiveness'].mean(),df['efficiency'] = df['goals'] / df['shooting attempts']; most_effective_tactic = df.groupby('tactic')['efficiency'].mean(),FALSE,"{""tactic"": ""object"", ""effectiveness"": ""float64""}","{""tactic"": ""object"", ""efficiency"": ""float64""}"
were you aware of the most recent news,"df.sort_values(by='date', ascending=False).head()",,FALSE,"{""player name"": ""object"", ""date"": ""object"", ""game"": ""object"", ""shooting attempts"": ""int64"", ""tactic"": ""object"", ""goals"": ""int64""}",data transforms is empty
the clubs should be arranged by their shooting attempts,"df.sort_values(by='shooting attempts', ascending=False)"," df.sort_values('shooting attempts', ascending=False)",TRUE,"{""player name"": ""object"", ""date"": ""object"", ""game"": ""object"", ""shooting attempts"": ""int64"", ""tactic"": ""object"", ""goals"": ""int64""}","{""player name"": ""object"", ""date"": ""object"", ""game"": ""object"", ""shooting attempts"": ""int64"", ""tactic"": ""object"", ""goals"": ""int64""}"
what was the total amount of goals scored in the game that liverpool played in,df[df['game'] == 'LO']['goals'].sum(),df[df['game'].str.contains('Liverpool')]['goals'].sum(),FALSE,14,0
the games are sorted by experts by their date,df.sort_values(by='date'),df['date'] = pd.to_datetime(df['date']); games_sorted_by_date = df.sort_values('date'),FALSE,"{""player name"": ""object"", ""date"": ""object"", ""game"": ""object"", ""shooting attempts"": ""int64"", ""tactic"": ""object"", ""goals"": ""int64""}","{""player name"": ""object"", ""date"": ""datetime64[ns]"", ""game"": ""object"", ""shooting attempts"": ""int64"", ""tactic"": ""object"", ""goals"": ""int64""}"
rank these clubs by their shooting attempts,df.groupby('date game')['shooting attempts'].sum().sort_values(ascending=False),df = df.groupby('game')['shooting attempts'].sum(),FALSE,Error running code,"{""game"": ""object"", ""shooting attempts"": ""int64""}"
are the students who are younger more likely to use wechat,df['Younger'] = df['age'] < df['age'].median(); wechat_usage = df.groupby('Younger')['social App'].apply(lambda x: (x == 'wechat').mean()),"df[[""age"", ""social App""]]",FALSE,"{""Younger"": ""bool"", ""social App"": ""float64""}","{""age"": ""int64"", ""social App"": ""object""}"
can lower study times among students cause greater failure rates in class,df['lower_study_time'] = df['studytime'] < df['studytime'].median(); df.groupby('lower_study_time')['failures'].mean(),"df[['studytime','failures']]",FALSE,"{""lower_study_time"": ""bool"", ""failures"": ""float64""}","{""studytime"": ""int64"", ""failures"": ""int64""}"
can you name an unusual reason for choosing this school,df['reason'].value_counts().nsmallest(1),"df[[""school"", ""reason""]].value_counts()",FALSE,"{""reason"": ""object"", ""count"": ""int64""}","{""school"": ""object"", ""reason"": ""object"", ""count"": ""int64""}"
